AC_CLASS;AC_MASS;NUM_ENGS;INCIDENT_MONTH;INCIDENT_YEAR;HEIGHT;SPEED;PHASE_OF_FLT;DAMAGE;BIRDS_STRUCK;SIZE;WARNED
A;4;2;2;2013;50;100;2;N;1;Small;N
A;4;2;3;2013;50;100;2;N;1;Large;Y
A;4;2;3;2013;50;100;2;N;1;Small;Y
A;4;2;3;2013;50;100;2;N;1;Small;Y
A;4;2;6;2013;50;100;2;N;1;Small;Y
A;4;2;10;2013;50;100;2;N;1;Small;Y
A;4;2;12;2013;50;100;2;N;1;Medium;Unknown
A;2;1;9;2011;60;100;2;N;1;Small;N
A;2;2;4;2011;75;100;2;M;1;Medium;N
A;2;2;6;2011;100;100;2;N;1;Small;N
A;2;2;7;2011;100;100;2;N;2;Small;N
A;2;2;2;2012;100;100;2;N;2;Medium;Y
A;2;1;10;2012;100;100;2;N;1;Large;Y
A;2;1;3;2013;100;100;2;N;0;Large;Y
A;3;2;8;2010;100;100;2;N;1;Small;N
A;3;2;9;2010;100;100;2;N;1;Medium;N
A;3;2;10;2010;100;100;2;N;1;Small;Unknown
A;3;2;6;2011;100;100;2;N;1;Unknown;N
A;3;2;7;2013;100;100;2;N;3;Small;Y
A;4;2;6;2010;100;100;2;N;1;Small;Y
A;4;2;6;2010;100;100;2;N;1;Small;Y
A;4;2;5;2010;100;100;2;N;1;Small;Y
A;4;2;7;2010;100;100;2;N;1;Small;Y
A;4;4;10;2010;100;100;2;N;1;Small;N
A;4;2;4;2013;100;100;2;N;1;Small;N
A;4;2;6;2014;100;100;2;N;1;Small;N
A;1;1;8;2012;150;100;2;M;2;Large;Unknown
A;2;2;4;2010;200;100;2;N;1;Small;Y
A;2;1;6;2010;200;100;2;N;1;Medium;N
A;2;1;11;2011;200;100;2;N;2;Small;N
A;3;2;4;2010;200;100;2;N;1;Small;Y
A;1;1;12;2013;250;100;2;N;1;Small;Y
B;2;1;1;2011;250;100;2;N;1;Small;N
A;1;1;3;2011;300;100;2;M;2;Unknown;N
A;2;2;1;2014;300;100;2;M;2;Medium;N
A;3;2;9;2011;300;100;2;N;1;Medium;Unknown
A;1;2;8;2012;500;100;2;N;1;Medium;N
B;1;1;9;2011;500;100;2;N;1;Small;Y
A;2;2;7;2011;500;100;2;M;1;Medium;N
A;2;1;10;2012;500;100;2;N;1;Medium;N
B;2;1;5;2011;500;100;2;S;1;Medium;N
A;3;2;11;2010;500;100;2;N;1;Medium;Y
A;3;2;11;2011;500;100;2;N;3;Small;N
A;3;2;6;2013;500;100;2;N;1;Small;N
A;4;2;11;2011;500;100;2;N;1;Medium;N
A;4;2;4;2014;500;100;2;N;1;Medium;N
A;2;2;11;2012;600;100;2;M;1;Medium;Unknown
A;3;2;9;2012;600;100;2;N;1;Small;N
A;1;1;8;2012;700;100;2;M;1;Large;N
B;2;1;7;2013;700;100;2;M;1;Small;N
A;3;2;8;2010;700;100;2;N;1;Small;Unknown
A;3;2;7;2011;700;100;2;N;1;Small;N
A;1;1;6;2012;750;100;2;N;1;Small;Y
A;1;1;11;2012;780;100;2;N;1;Large;N
A;1;1;10;2010;800;100;2;M;1;Small;N
A;1;1;3;2011;800;100;2;N;1;Small;N
A;2;2;10;2012;800;100;2;N;1;Small;Unknown
B;2;1;9;2012;800;100;2;N;1;Small;N
B;2;1;6;2013;800;100;2;N;1;Small;N
A;1;1;9;2011;900;100;2;M;1;Small;N
A;1;1;11;2012;900;100;2;S;1;Large;Unknown
A;1;1;7;2010;1000;100;2;M?;1;Medium;N
A;1;2;1;2012;1000;100;2;N;1;Medium;N
A;1;1;2;2012;1000;100;2;N;1;Large;Y
A;1;1;4;2012;1000;100;2;N;1;Small;Unknown
A;1;1;12;2012;1000;100;2;N;1;Medium;N
A;1;1;1;2013;1000;100;2;N;1;Small;N
A;1;1;3;2013;1000;100;2;M;1;Medium;Unknown
A;1;1;9;2013;1000;100;2;N;1;Small;N
A;2;2;6;2013;1000;100;2;S;1;Medium;Y
A;2;1;5;2014;1000;100;2;M;1;Medium;Y
B;2;1;5;2013;1000;100;2;M;1;Small;N
A;4;2;11;2012;1000;100;2;N;1;Small;Unknown
A;1;1;9;2012;1200;100;2;M;2;Medium;N
A;4;2;5;2014;1200;100;2;N;1;Unknown;Y
A;1;1;9;2013;1300;100;2;M;1;Large;Unknown
A;1;1;2;2012;1500;100;2;N;1;Small;N
B;2;1;10;2013;1500;100;2;N;1;Small;N
A;1;1;10;2010;1600;100;2;N;1;Small;N
A;1;1;3;2014;1600;100;2;N;1;Medium;N
A;1;1;9;2010;1700;100;2;N;1;Unknown;Unknown
A;1;1;10;2013;1800;100;2;N;1;Small;Unknown
A;3;2;9;2011;2000;100;2;N;1;Small;N
A;1;1;9;2013;2200;100;2;N;1;Small;N
A;1;1;5;2014;2800;100;2;M;1;Small;N
A;3;2;8;2013;8;102;2;N;1;Small;N
A;4;2;7;2012;2;105;2;N;2;Small;N
A;1;2;5;2012;5;105;2;N;1;Small;N
A;1;2;6;2012;5;105;2;N;1;Small;N
A;3;2;4;2010;10;105;2;N;1;Large;Y
A;3;2;7;2010;10;105;2;N;2;Small;Unknown
A;3;2;6;2012;10;105;2;N;1;Small;Y
A;3;2;9;2012;10;105;2;N;1;Small;Y
A;3;2;2;2013;10;105;2;N;1;Medium;Y
A;3;2;8;2013;10;105;2;N;1;Small;Unknown
A;3;2;8;2013;10;105;2;N;1;Small;N
A;1;2;8;2012;20;105;2;N;2;Small;N
A;2;2;9;2013;20;105;2;N;1;Small;N
A;3;2;7;2012;20;105;2;N;1;Small;Y
A;1;2;12;2010;25;105;2;N;1;Medium;N
A;3;2;8;2011;25;105;2;N;1;Small;Y
A;4;2;7;2010;25;105;2;N;1;Small;Unknown
A;2;2;5;2011;30;105;2;N;1;Small;Unknown
A;3;2;11;2013;30;105;2;N;3;Small;Unknown
A;3;2;10;2012;40;105;2;N;2;Small;Unknown
A;2;2;12;2013;50;105;2;N;2;Medium;Y
A;2;2;4;2013;250;105;2;N;1;Small;N
A;3;2;3;2013;400;105;2;N;1;Medium;Unknown
A;2;2;10;2013;500;105;2;M;2;Small;N
A;2;2;9;2012;600;105;2;N;1;Small;N
A;1;1;1;2012;1000;105;2;N;1;Medium;Y
A;1;1;10;2011;1500;105;2;N;1;Unknown;Unknown
A;1;1;6;2013;2000;105;2;M;1;Large;N
A;3;2;11;2011;10;106;2;N;2;Small;N
A;3;2;9;2013;30;106;2;N;1;Small;N
A;2;2;5;2010;600;106;2;M;2;Large;N
A;2;2;7;2013;25;107;2;N;1;Small;N
A;1;2;5;2012;50;107;2;N;1;Small;N
A;3;2;7;2010;25;108;2;M;2;Small;Y
A;3;2;2;2014;300;108;2;N;1;Medium;Unknown
A;3;2;5;2014;15;109;2;N;1;Medium;N
A;3;2;8;2013;100;109;2;N;1;Small;Y
A;2;2;9;2012;1500;109;2;N;1;Small;N
A;4;2;2;2011;1;110;2;N;2;Small;Y
A;4;2;8;2013;1;110;2;N;1;Small;Y
A;4;2;8;2013;2;110;2;N;1;Small;Unknown
A;4;2;8;2013;3;110;2;N;1;Unknown;Y
A;2;2;9;2010;5;110;2;M;1;Large;Unknown
A;3;2;2;2010;5;110;2;N;2;Small;Y
A;3;2;4;2011;5;110;2;N;1;Small;Y
A;3;2;7;2011;5;110;2;N;1;Small;N
A;3;2;12;2011;5;110;2;M;1;Large;N
A;3;2;9;2012;5;110;2;M?;1;Small;N
A;3;2;10;2012;5;110;2;N;3;Small;N
A;3;2;2;2013;5;110;2;N;1;Small;N
A;4;2;9;2010;5;110;2;N;1;Small;Y
A;4;2;9;2010;5;110;2;N;1;Small;Y
A;1;2;6;2014;10;110;2;N;1;Small;Y
A;2;2;3;2010;10;110;2;N;1;Medium;Y
A;2;2;8;2011;10;110;2;N;1;Small;N
A;2;2;3;2012;10;110;2;M?;1;Medium;N
A;3;2;1;2010;10;110;2;N;1;Small;Y
A;3;2;7;2010;10;110;2;N;1;Large;N
A;3;2;7;2011;10;110;2;N;1;Small;Y
A;3;2;9;2012;10;110;2;N;3;Small;Y
A;3;2;8;2013;10;110;2;N;1;Small;Y
A;3;3;5;2014;10;110;2;N;1;Small;N
A;3;2;5;2014;10;110;2;N;1;Small;Y
A;4;2;12;2010;10;110;2;N;1;Small;N
A;4;2;7;2012;10;110;2;N;1;Small;Y
A;4;2;12;2012;10;110;2;N;1;Medium;N
A;2;2;8;2011;15;110;2;N;1;Small;N
A;3;2;5;2013;15;110;2;N;1;Small;Unknown
A;2;2;4;2013;20;110;2;N;1;Medium;Y
A;3;2;7;2010;20;110;2;N;2;Small;N
A;3;2;8;2010;20;110;2;N;1;Small;N
A;3;2;8;2011;20;110;2;N;3;Small;Y
A;3;2;10;2012;20;110;2;N;1;Small;Unknown
A;4;2;7;2011;20;110;2;N;1;Small;Y
A;4;2;8;2011;20;110;2;N;1;Small;Y
A;4;2;11;2011;20;110;2;N;1;Small;N
A;4;2;5;2013;20;110;2;N;2;Small;Y
A;4;2;8;2013;20;110;2;N;1;Small;N
A;4;2;9;2013;20;110;2;N;1;Small;N
A;2;2;3;2011;25;110;2;N;2;Small;Y
A;4;2;11;2013;25;110;2;N;1;Small;N
A;3;2;7;2010;30;110;2;N;2;Small;N
A;4;3;8;2012;30;110;2;N;1;Small;Unknown
A;3;2;1;2010;40;110;2;N;1;Medium;N
A;1;2;7;2011;50;110;2;N;1;Small;Y
A;1;2;7;2013;50;110;2;N;2;Small;N
A;2;2;5;2010;50;110;2;N;1;Small;N
A;2;2;3;2011;50;110;2;N;1;Small;N
A;2;2;1;2013;50;110;2;N;1;Small;N
A;3;2;4;2010;50;110;2;N;1;Small;Y
A;3;2;8;2010;50;110;2;N;1;Small;Unknown
A;3;2;12;2011;50;110;2;N;2;Small;Unknown
A;3;3;3;2012;50;110;2;N;1;Small;N
A;3;2;12;2012;50;110;2;N;2;Small;N
A;4;2;6;2011;50;110;2;N;2;Small;Unknown
A;4;3;8;2011;50;110;2;N;3;Small;Y
A;4;2;8;2011;50;110;2;N;1;Medium;Y
A;4;2;10;2011;50;110;2;N;1;Small;N
A;4;2;6;2013;50;110;2;N;1;Small;Unknown
A;4;2;8;2013;50;110;2;N;1;Unknown;Y
A;3;2;8;2010;55;110;2;N;1;Small;Unknown
A;1;2;2;2014;100;110;2;N;1;Medium;Y
A;2;2;1;2010;100;110;2;N;1;Small;N
A;2;2;6;2010;100;110;2;N;1;Small;N
A;3;2;5;2010;100;110;2;N;2;Small;N
A;3;2;4;2010;100;110;2;N;2;Small;N
A;3;2;7;2010;100;110;2;N;1;Small;Y
A;3;2;9;2010;100;110;2;N;1;Medium;N
A;3;2;3;2011;100;110;2;N;1;Small;Y
A;3;2;4;2011;100;110;2;N;1;Small;Y
A;3;2;11;2011;100;110;2;N;1;Medium;Y
A;3;2;3;2012;100;110;2;N;1;Small;N
A;3;2;6;2013;100;110;2;N;1;Small;Y
A;3;2;3;2014;100;110;2;M;2;Large;Y
A;4;2;7;2011;100;110;2;N;2;Small;Y
A;2;2;6;2011;150;110;2;N;1;Small;N
A;3;2;10;2012;150;110;2;N;1;Small;Y
A;4;2;4;2012;150;110;2;N;1;Small;Y
A;4;2;7;2012;150;110;2;N;1;Small;Unknown
A;1;2;7;2010;200;110;2;N;2;Small;N
A;2;2;3;2012;200;110;2;N;1;Medium;N
A;2;2;8;2013;200;110;2;N;1;Small;N
A;2;2;11;2013;200;110;2;M;1;Small;N
A;3;2;3;2010;200;110;2;N;1;Small;N
A;3;2;5;2013;200;110;2;N;1;Small;Y
A;4;2;4;2012;200;110;2;N;1;Medium;N
A;4;2;9;2012;200;110;2;N;1;Medium;Y
A;4;2;5;2013;200;110;2;N;1;Small;Y
A;3;2;9;2011;250;110;2;N;1;Small;Y
A;2;2;1;2010;300;110;2;N;1;Small;N
A;2;2;2;2013;300;110;2;N;1;Large;N
A;3;2;5;2014;300;110;2;N;1;Small;N
A;4;2;4;2013;300;110;2;N;1;Small;Unknown
A;2;2;5;2013;400;110;2;N;1;Medium;Y
A;4;2;6;2011;400;110;2;N;1;Medium;N
A;4;2;6;2013;400;110;2;N;1;Medium;Y
A;1;2;10;2012;500;110;2;M;1;Unknown;Unknown
A;3;2;10;2011;500;110;2;N;1;Medium;N
A;4;2;4;2010;500;110;2;N;1;Small;Y
A;1;1;4;2011;800;110;2;N;1;Medium;Y
A;1;1;9;2013;800;110;2;S;1;Large;N
A;3;2;9;2013;800;110;2;N;1;Large;Unknown
A;4;2;5;2012;800;110;2;N;1;Unknown;Unknown
A;4;2;1;2014;800;110;2;N;1;Small;Y
A;2;2;10;2012;900;110;2;N;1;Medium;Y
A;2;2;7;2013;900;110;2;N;1;Small;N
;1;;10;2013;1000;110;2;M;1;Large;Y
A;1;2;4;2012;1000;110;2;M;1;Large;Y
A;1;1;7;2012;1000;110;2;M;1;Small;N
A;1;1;6;2012;1000;110;2;M?;2;Medium;Unknown
A;2;2;3;2013;1000;110;2;M;1;Large;N
A;3;2;5;2013;1000;110;2;N;1;Small;N
A;1;1;8;2012;1100;110;2;N;1;Small;N
A;1;1;5;2013;1100;110;2;S;1;Large;N
A;1;1;6;2011;1200;110;2;N;1;Small;N
A;1;1;9;2010;1400;110;2;S;1;Large;N
A;1;1;4;2010;1500;110;2;N;1;Small;N
A;1;2;2;2013;1500;110;2;N;1;Large;N
A;1;1;6;2013;1500;110;2;N;1;Small;N
A;1;1;9;2013;1700;110;2;N;1;Medium;N
A;1;1;11;2011;1800;110;2;M;2;Medium;N
A;1;1;11;2013;2000;110;2;M;2;Medium;N
A;2;1;5;2014;2000;110;2;N;1;Medium;N
A;1;2;6;2010;2100;110;2;M;1;Medium;Y
A;1;1;4;2014;2200;110;2;N;2;Medium;N
A;1;1;5;2010;2300;110;2;N;1;Small;N
A;1;2;3;2011;3000;110;2;N;2;Small;N
A;1;1;7;2013;3000;110;2;N;1;Small;N
A;1;1;8;2013;5000;110;2;N;1;Large;Unknown
A;3;2;7;2012;30;111;2;N;2;Small;Unknown
A;1;1;10;2013;2000;111;2;N;1;Small;N
A;3;2;8;2012;100;112;2;N;1;Small;Unknown
A;3;2;9;2012;100;112;2;N;1;Small;n
A;3;2;12;2011;200;112;2;N;1;Medium;N
A;3;2;4;2014;200;112;2;N;1;Small;N
A;3;2;5;2014;300;112;2;N;1;Small;Y
A;3;2;12;2011;400;112;2;N;1;Medium;Y
A;3;2;7;2013;500;112;2;N;1;Small;N
A;3;2;7;2010;1500;112;2;N;1;Small;N
A;3;2;8;2012;100;113;2;N;1;Small;N
A;3;2;7;2013;25;114;2;M;1;Small;N
A;3;2;2;2012;50;114;2;N;1;Small;N
A;3;2;6;2014;5;115;2;N;1;Medium;N
A;3;2;7;2010;10;115;2;N;1;Medium;N
A;3;2;1;2011;10;115;2;N;1;Large;Y
A;4;2;1;2013;10;115;2;N;2;Small;N
A;4;2;10;2013;10;115;2;N;1;Small;Y
A;3;2;9;2010;20;115;2;N;1;Small;N
A;4;2;9;2011;20;115;2;N;2;Small;Y
A;4;2;10;2013;20;115;2;N;1;Small;Unknown
A;1;2;10;2012;25;115;2;N;1;Large;N
A;3;2;8;2011;30;115;2;N;1;Small;Y
A;3;2;11;2012;30;115;2;N;1;Medium;N
A;3;2;6;2014;35;115;2;N;1;Medium;Unknown
A;3;2;8;2013;50;115;2;N;2;Small;Y
A;3;2;9;2013;50;115;2;N;1;Small;N
A;4;2;1;2012;50;115;2;N;1;Small;N
A;1;2;3;2011;100;115;2;M;1;Medium;N
A;1;2;10;2013;100;115;2;N;1;Small;N
A;4;2;10;2012;100;115;2;N;1;Medium;Unknown
A;1;2;12;2010;150;115;2;M;1;Medium;N
A;1;2;11;2013;150;115;2;S;1;Medium;N
A;2;2;8;2012;200;115;2;N;1;Small;Y
A;3;2;8;2011;250;115;2;N;1;Small;Y
A;3;2;11;2012;300;115;2;N;1;Small;Y
A;4;2;9;2011;300;115;2;N;1;Small;Y
A;3;2;9;2013;500;115;2;N;1;Small;Y
A;4;2;9;2011;500;115;2;N;1;Small;Y
A;4;2;3;2014;500;115;2;N;1;Medium;N
A;4;2;8;2010;600;115;2;N;1;Medium;N
A;4;2;7;2010;700;115;2;N;2;Small;N
A;3;2;5;2013;800;115;2;N;1;Small;N
A;3;2;11;2013;800;115;2;N;1;Medium;N
A;1;1;10;2010;900;115;2;M?;1;Large;Y
A;1;1;3;2013;1500;115;2;N;1;Small;Unknown
A;2;2;8;2011;1500;115;2;N;1;Small;Y
A;1;1;1;2014;2000;115;2;S;1;Large;N
A;3;2;9;2012;3000;115;2;N;1;Small;N
A;3;2;7;2013;10;116;2;N;1;Small;N
A;2;2;7;2010;75;116;2;N;1;Small;N
A;4;2;4;2012;200;116;2;N;1;Small;N
A;3;2;9;2010;500;116;2;M?;1;Large;N
A;3;2;6;2012;500;116;2;N;1;Small;N
A;3;2;1;2011;5;117;2;N;1;Small;N
A;2;2;10;2011;10;117;2;N;1;Small;Y
A;3;2;10;2011;15;117;2;N;1;Small;N
A;3;2;11;2013;20;117;2;N;1;Medium;N
A;3;2;1;2010;50;117;2;N;1;Small;Y
A;4;2;7;2012;59;117;2;N;1;Small;N
A;3;3;6;2011;100;117;2;N;1;Small;Y
A;3;2;8;2010;200;117;2;N;1;Small;N
A;3;2;4;2011;10;118;2;N;1;Small;Y
A;3;2;5;2012;10;118;2;N;1;Medium;Y
A;4;2;11;2010;15;118;2;N;1;Small;Unknown
A;4;2;4;2014;100;118;2;N;1;Medium;Y
A;3;2;9;2012;150;118;2;N;1;Small;Y
A;4;2;3;2010;800;118;2;N;1;Small;N
A;3;2;11;2013;900;118;2;N;1;Medium;Y
A;3;2;5;2014;1400;118;2;N;1;Small;Y
A;3;3;8;2012;15;119;2;N;2;Small;N
A;1;2;6;2014;400;119;2;N;1;Medium;N
A;2;2;6;2011;1;120;2;N;1;Small;N
A;3;2;6;2011;2;120;2;N;2;Small;Y
A;3;3;10;2012;2;120;2;N;1;Large;Y
A;4;2;8;2013;2;120;2;N;1;Small;Y
A;4;2;10;2013;2;120;2;N;2;Small;N
A;3;2;6;2011;3;120;2;N;2;Small;Unknown
A;3;2;8;2013;3;120;2;N;1;Small;N
A;4;2;5;2014;3;120;2;N;1;Small;N
A;2;2;10;2012;4;120;2;N;1;Large;N
A;4;2;5;2011;4;120;2;M;1;Large;Y
A;3;2;4;2010;5;120;2;N;1;Small;Y
A;3;2;6;2010;5;120;2;N;1;Small;Unknown
A;3;2;9;2010;5;120;2;N;1;Small;Y
A;3;2;1;2011;5;120;2;N;1;Medium;Y
A;3;2;10;2013;5;120;2;N;1;Small;N
A;4;2;1;2010;5;120;2;N;1;Medium;N
A;4;2;4;2010;5;120;2;N;1;Small;Y
A;4;2;1;2012;5;120;2;N;1;Small;Y
A;4;2;7;2012;5;120;2;N;1;Small;Y
A;4;2;10;2012;5;120;2;N;1;Medium;N
A;4;2;11;2013;5;120;2;N;1;Large;Unknown
A;4;2;10;2012;9;120;2;N;2;Small;N
A;1;2;9;2010;10;120;2;N;1;Small;N
A;2;2;10;2011;10;120;2;N;1;Medium;N
A;2;2;9;2012;10;120;2;N;1;Small;Y
A;3;2;4;2010;10;120;2;N;1;Small;N
A;3;2;6;2010;10;120;2;N;1;Small;Y
A;3;2;9;2010;10;120;2;N;1;Small;Y
A;3;2;11;2010;10;120;2;N;1;Unknown;Y
A;3;2;6;2010;10;120;2;N;1;Small;Y
A;3;2;10;2011;10;120;2;N;1;Small;N
A;3;2;8;2012;10;120;2;N;1;Medium;Y
A;3;2;10;2012;10;120;2;N;1;Small;N
A;3;2;8;2013;10;120;2;N;1;Small;N
A;3;2;9;2013;10;120;2;N;1;Small;Y
A;4;2;1;2010;10;120;2;N;2;Small;N
A;4;4;3;2010;10;120;2;M?;1;Small;N
A;4;2;7;2010;10;120;2;N;1;Small;Unknown
A;4;2;10;2010;10;120;2;N;2;Small;Y
A;4;2;10;2010;10;120;2;N;1;Small;N
A;4;2;5;2011;10;120;2;N;1;Small;Y
A;4;2;7;2011;10;120;2;N;2;Small;Y
A;4;2;9;2011;10;120;2;N;1;Medium;Y
A;4;2;9;2011;10;120;2;N;2;Small;N
A;4;2;10;2011;10;120;2;N;1;Small;Y
A;4;2;10;2011;10;120;2;N;1;Small;Unknown
A;4;2;4;2012;10;120;2;N;1;Small;Y
A;4;2;5;2012;10;120;2;N;1;Unknown;Y
A;4;2;5;2012;10;120;2;N;1;Small;Y
A;4;2;5;2012;10;120;2;N;1;Small;N
A;4;2;2;2013;10;120;2;N;1;Medium;N
A;4;2;9;2013;10;120;2;N;1;Medium;Unknown
A;4;2;1;2014;10;120;2;N;1;Small;N
A;4;2;2;2014;10;120;2;N;2;Small;N
A;4;2;5;2014;10;120;2;N;1;Small;Y
A;4;2;6;2014;10;120;2;N;1;Small;Unknown
A;2;2;9;2013;12;120;2;N;2;Medium;Y
A;2;2;11;2011;15;120;2;N;1;Medium;Y
A;2;2;10;2012;15;120;2;N;2;Small;N
A;3;2;9;2010;15;120;2;N;1;Small;N
A;3;2;8;2011;15;120;2;N;1;Medium;N
A;3;2;8;2011;15;120;2;N;2;Small;Y
A;4;2;6;2012;15;120;2;N;2;Medium;N
A;4;2;7;2012;15;120;2;N;1;Small;Y
A;4;2;8;2013;15;120;2;N;1;Small;Y
A;2;1;10;2010;16;120;2;N;1;Small;Y
A;2;2;10;2011;20;120;2;N;1;Medium;Y
A;2;2;4;2013;20;120;2;N;1;Small;N
A;3;2;6;2010;20;120;2;N;1;Small;Y
A;3;2;11;2010;20;120;2;N;1;Small;N
A;3;2;6;2011;20;120;2;N;2;Small;Y
A;3;2;7;2011;20;120;2;N;1;Small;N
A;3;2;10;2011;20;120;2;N;1;Small;Y
A;3;2;3;2012;20;120;2;N;1;Small;Unknown
A;3;2;7;2012;20;120;2;N;2;Small;Y
A;3;2;7;2012;20;120;2;N;1;Small;Unknown
A;3;2;9;2012;20;120;2;N;1;Medium;Unknown
A;3;2;1;2013;20;120;2;M;1;Unknown;Y
A;3;2;7;2013;20;120;2;N;1;Small;N
A;4;2;1;2010;20;120;2;N;1;Small;Y
A;4;2;6;2011;20;120;2;N;1;Small;N
A;4;2;12;2011;20;120;2;N;1;Unknown;N
A;4;2;5;2012;20;120;2;N;1;Small;N
A;4;2;10;2012;20;120;2;N;1;Small;Unknown
A;4;2;4;2013;20;120;2;N;1;Small;Y
A;4;2;7;2013;20;120;2;N;1;Small;Y
A;3;2;7;2010;25;120;2;N;1;Small;N
A;3;2;10;2010;25;120;2;M;1;Medium;Y
A;3;2;6;2011;25;120;2;N;1;Small;N
A;3;2;8;2011;25;120;2;N;2;Small;Y
A;3;2;2;2014;25;120;2;N;1;Small;N
A;4;2;11;2011;25;120;2;N;1;Medium;N
A;4;2;3;2012;25;120;2;N;1;Large;Unknown
A;4;2;7;2012;25;120;2;N;1;Medium;N
A;4;2;12;2012;25;120;2;N;1;Medium;Y
A;4;2;3;2011;27;120;2;N;2;Large;Y
A;3;2;11;2010;30;120;2;N;1;Large;Y
A;3;2;7;2011;30;120;2;N;1;Small;N
A;3;2;12;2011;30;120;2;N;1;Medium;Y
A;3;2;8;2012;30;120;2;N;2;Small;Y
A;3;2;12;2013;30;120;2;N;2;Small;Unknown
A;4;2;10;2011;30;120;2;N;3;Medium;Y
A;4;2;4;2013;30;120;2;N;2;Medium;Y
A;4;2;3;2014;30;120;2;N;1;Medium;Y
A;3;2;5;2011;40;120;2;N;1;Small;Y
A;3;2;5;2012;40;120;2;M;1;Small;Unknown
A;4;2;8;2010;40;120;2;N;1;Small;N
A;4;2;4;2014;40;120;2;N;1;Small;N
A;1;2;11;2013;50;120;2;N;2;Medium;N
A;2;2;7;2011;50;120;2;N;1;Small;N
A;2;2;6;2012;50;120;2;N;1;Large;N
A;2;2;7;2012;50;120;2;N;1;Small;Unknown
A;3;2;8;2010;50;120;2;N;1;Small;Y
A;3;2;8;2010;50;120;2;N;1;Small;N
A;3;2;8;2010;50;120;2;N;1;Small;N
A;3;2;9;2010;50;120;2;N;1;Medium;N
A;3;2;10;2010;50;120;2;N;1;Small;N
A;3;2;11;2010;50;120;2;N;1;Small;Y
A;3;2;11;2010;50;120;2;N;2;Small;N
A;3;2;1;2011;50;120;2;N;2;Small;Y
A;3;2;5;2011;50;120;2;N;1;Small;Y
A;3;2;6;2011;50;120;2;N;1;Small;N
A;3;2;7;2011;50;120;2;N;1;Small;Y
A;3;2;7;2011;50;120;2;N;1;Small;Unknown
A;3;2;8;2011;50;120;2;S;2;Small;Y
A;3;2;7;2011;50;120;2;N;1;Small;Y
A;3;2;8;2011;50;120;2;N;2;Small;Y
A;3;2;8;2011;50;120;2;N;1;Small;Y
A;3;2;9;2011;50;120;2;N;3;Small;Y
A;3;2;9;2011;50;120;2;N;2;Small;Y
A;3;2;6;2012;50;120;2;N;1;Small;N
A;3;2;7;2012;50;120;2;N;1;Small;Unknown
A;3;2;7;2012;50;120;2;N;1;Small;Y
A;3;2;11;2012;50;120;2;N;1;Large;Y
A;3;2;6;2013;50;120;2;M?;1;Large;N
A;3;2;11;2013;50;120;2;N;1;Small;Y
A;4;2;6;2010;50;120;2;N;1;Small;N
A;4;2;6;2010;50;120;2;N;1;Small;Y
A;4;2;7;2010;50;120;2;N;1;Small;N
A;4;2;7;2010;50;120;2;N;1;Small;N
A;4;2;9;2010;50;120;2;N;1;Small;Y
A;4;2;7;2011;50;120;2;N;2;Small;Y
A;4;2;10;2011;50;120;2;N;1;Large;N
A;4;2;1;2012;50;120;2;N;1;Small;Y
A;4;2;5;2012;50;120;2;N;1;Small;Y
A;4;2;5;2013;50;120;2;N;1;Small;N
A;4;2;7;2013;50;120;2;N;1;Small;Y
A;4;2;8;2013;50;120;2;M?;1;Large;N
A;4;2;8;2013;50;120;2;N;1;Small;Y
A;5;4;11;2010;50;120;2;N;2;Small;N
A;3;2;9;2011;60;120;2;N;1;Medium;N
A;3;2;9;2013;65;120;2;N;1;Small;N
A;3;2;9;2011;70;120;2;N;1;Small;Y
A;4;2;8;2011;70;120;2;N;2;Medium;N
A;3;2;9;2011;75;120;2;N;1;Small;Y
A;4;2;4;2014;75;120;2;N;1;Large;Y
A;1;2;5;2010;100;120;2;N;1;Small;N
A;1;2;8;2010;100;120;2;N;1;Small;Y
A;2;2;1;2010;100;120;2;N;1;Small;Y
A;2;2;4;2011;100;120;2;N;2;Medium;N
A;2;2;9;2011;100;120;2;M;1;Large;N
A;2;2;8;2013;100;120;2;N;2;Small;N
A;2;2;1;2014;100;120;2;M;1;Small;Unknown
A;3;2;3;2010;100;120;2;N;1;Small;N
A;3;2;7;2010;100;120;2;N;1;Small;Unknown
A;3;2;8;2010;100;120;2;N;1;Small;Y
A;3;2;10;2010;100;120;2;M;2;Medium;Y
A;3;2;1;2011;100;120;2;M?;1;Medium;Y
A;3;2;6;2011;100;120;2;N;1;Small;Y
A;3;2;6;2011;100;120;2;N;1;Medium;N
A;3;2;8;2011;100;120;2;N;1;Small;Y
A;3;2;10;2011;100;120;2;N;3;Small;Y
A;3;2;10;2011;100;120;2;N;1;Small;Unknown
A;3;2;1;2012;100;120;2;N;1;Small;Unknown
A;3;2;6;2012;100;120;2;N;2;Small;Unknown
A;3;2;7;2012;100;120;2;N;1;Small;N
A;3;2;10;2012;100;120;2;N;1;Small;N
A;3;2;1;2013;100;120;2;N;1;Small;Unknown
A;3;2;2;2013;100;120;2;N;1;Small;N
A;3;2;7;2013;100;120;2;N;2;Small;Y
A;3;2;10;2013;100;120;2;N;1;Small;N
A;3;2;2;2014;100;120;2;N;1;Large;Y
A;3;2;5;2014;100;120;2;N;1;Small;Y
A;3;2;6;2014;100;120;2;N;1;Unknown;Unknown
A;4;2;3;2010;100;120;2;N;1;Small;N
